GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
mygrid,mygrid.web,Processor,12,197,5,27,2,50,4,23,0,11
mygrid,mygrid.web,MyGridServiceSoapStub,538,1439,30,22,142,317,22,17,0,13
mygrid,mygrid.web,_Fail,14,137,6,16,2,37,5,15,0,9
mygrid,mygrid.web,MarshalByRefObject,16,75,7,5,2,24,6,7,0,7
mygrid,mygrid.web,_SetEngineInfo,14,287,6,30,2,70,5,28,0,15
mygrid,mygrid.web,_CompleteResponse,14,124,6,8,2,34,5,11,0,9
mygrid,mygrid.web,Discriminator,12,347,5,41,2,83,4,36,0,17
mygrid,mygrid.web,Engine,12,352,6,42,2,83,5,36,0,17
mygrid,mygrid.web,_LogonResponse,14,124,6,8,2,34,5,11,0,9
mygrid,mygrid.web,_AvailableJobs,14,77,6,6,2,24,5,8,0,7
mygrid,mygrid.web,_Complete,14,137,6,16,2,37,5,15,0,9
mygrid,mygrid.web,_Progress,14,137,6,16,2,37,5,15,0,9
mygrid,mygrid.web,ArrayOfJob,23,158,6,22,5,43,7,18,2,9
mygrid,mygrid.web,ArrayOfDependency,23,158,6,22,5,43,7,18,2,9
mygrid,mygrid.web,Job,12,570,5,81,2,134,4,64,0,25
mygrid,mygrid.web,_GetEngineResponse,14,137,6,16,2,37,5,15,0,9
mygrid,mygrid,Performance,0,22,0,0,0,7,0,3,0,3
mygrid,mygrid,Engine.PollJobs,396,10,28,0,105,2,17,1,3,1
mygrid,mygrid,Engine,175,40,6,0,43,10,5,2,2,2
mygrid,mygrid,InvokeEngine,19,7,0,0,5,2,1,2,1,2
mygrid,mygrid,JobProcessor,113,0,8,0,29,0,11,0,7,0
byuic,com.yahoo.platform.yui.compressor,Bootstrap,33,3,0,0,6,1,1,1,1,1
byuic,com.yahoo.platform.yui.compressor,YUICompressor.new ErrorReporter() {...},104,0,4,0,13,0,6,0,4,0
byuic,com.yahoo.platform.yui.compressor,JavaScriptIdentifier,3,38,0,0,1,14,1,7,1,7
byuic,com.yahoo.platform.yui.compressor,CssCompressor,655,461,55,21,85,113,32,9,0,3
byuic,com.yahoo.platform.yui.compressor,YUICompressor,420,3,68,0,114,1,37,1,3,1
byuic,com.yahoo.platform.yui.compressor,JavaScriptToken,0,15,0,0,0,6,0,3,0,3
byuic,com.yahoo.platform.yui.compressor,JavaScriptCompressor,1770,1913,355,105,336,363,212,61,8,20
byuic,com.yahoo.platform.yui.compressor,JarClassLoader,125,99,16,12,39,31,13,8,2,5
byuic,com.yahoo.platform.yui.compressor,ScriptOrFnScope,94,182,16,18,27,52,11,17,0,11
byuic,org.mozilla.javascript,TokenStream,1314,1532,334,304,319,434,242,152,4,30
byuic,org.mozilla.javascript,Parser,3492,1230,408,130,878,362,273,93,18,48
byuic,org.mozilla.javascript,Token,0,6,0,0,0,2,0,2,0,2
byuic,org.mozilla.javascript,Decompiler,271,1056,58,160,83,300,58,119,2,20
lhamacaw,macaw.persistenceLayer,ChangeEventGenerator,626,3,26,0,188,2,28,1,15,1
lhamacaw,macaw.persistenceLayer,DummyDataProvider,1029,0,0,0,255,0,2,0,2,0
lhamacaw,macaw.persistenceLayer.production,SQLValueLabelManager,876,86,28,0,260,27,20,5,6,5
lhamacaw,macaw.persistenceLayer.production,SQLListChoiceManager.ListChoiceType,0,44,0,0,0,1,0,1,0,1
lhamacaw,macaw.persistenceLayer.production,SQLFilterQueries,262,443,9,37,72,114,6,21,0,4
lhamacaw,macaw.persistenceLayer.production,SQLCurationConceptManager,14,14,3,1,4,7,3,3,1,3
lhamacaw,macaw.persistenceLayer.production,SQLSupportingDocumentsManager,862,87,20,0,264,27,18,4,8,4
lhamacaw,macaw.persistenceLayer.production,SQLUtilities,14,15,1,3,6,8,1,4,0,3
lhamacaw,macaw.persistenceLayer.production,SQLConnectionManager,197,0,14,0,57,0,12,0,5,0
lhamacaw,macaw.persistenceLayer.production,SQLVariableManager,4750,212,157,3,1407,62,132,6,52,6
lhamacaw,macaw.persistenceLayer.production,ProductionCurationService,2101,0,0,0,596,0,83,0,83,0
lhamacaw,macaw.persistenceLayer.production,SQLChangeEventManager,473,199,14,0,151,61,12,8,5,8
lhamacaw,macaw.persistenceLayer.production,SetupCurationDatabase,627,0,18,0,202,0,21,0,12,0
lhamacaw,macaw.persistenceLayer.production,SQLOntologyTermManager,748,83,16,0,226,26,15,4,7,4
lhamacaw,macaw.persistenceLayer.production,SQLUserManager,1819,0,24,0,518,0,31,0,19,0
lhamacaw,macaw.persistenceLayer.production,SQLListChoiceManager,2897,204,93,1,938,63,87,12,40,12
lhamacaw,macaw.persistenceLayer.production,ProductionRetrievalService,642,0,0,0,165,0,21,0,21,0
lhamacaw,macaw.system,ChangeEventType,0,74,0,0,0,8,0,1,0,1
lhamacaw,macaw.system,SessionProperties,0,59,0,0,0,15,0,6,0,6
lhamacaw,macaw.system,MacawError,0,23,0,0,0,10,0,5,0,5
lhamacaw,macaw.system,MacawMessages,94,1,2,0,27,1,7,1,6,1
lhamacaw,macaw.system,MacawChangeEvent,0,83,0,0,0,31,0,14,0,14
lhamacaw,macaw.system,UserInterfaceFactory,336,118,4,0,102,34,30,7,28,7
lhamacaw,macaw.system,StartupOptions,0,225,0,18,0,60,0,28,0,19
lhamacaw,macaw.system,Log,81,10,4,0,28,5,5,3,3,3
lhamacaw,macaw.system,MacawErrorType,0,1754,0,0,0,176,0,1,0,1
lhamacaw,macaw.system,MacawException,129,0,8,0,30,0,12,0,8,0
lhamacaw,macaw.persistenceLayer.demo,InMemoryOntologyTermManager,98,207,11,13,28,55,8,15,2,9
lhamacaw,macaw.persistenceLayer.demo,InMemorySupportingDocumentFilter,177,8,24,0,50,3,16,1,4,1
lhamacaw,macaw.persistenceLayer.demo,InMemoryChangeEventManager,160,83,25,7,39,23,18,9,5,6
lhamacaw,macaw.persistenceLayer.demo,InMemorySourceVariableManager,0,4,0,0,0,2,0,1,0,1
lhamacaw,macaw.persistenceLayer.demo,InMemoryVariableFilter,241,7,34,0,66,2,23,1,6,1
lhamacaw,macaw.persistenceLayer.demo,InMemoryOntologyTermFilter,175,12,24,0,50,5,15,2,3,2
lhamacaw,macaw.persistenceLayer.demo,InMemoryValueLabelManager,354,16,34,0,100,6,26,2,9,2
lhamacaw,macaw.persistenceLayer.demo,InMemorySupportingDocumentsManager,343,52,30,2,104,16,24,4,8,4
lhamacaw,macaw.persistenceLayer.demo,InMemoryUserManager,481,0,40,0,134,0,36,0,16,0
lhamacaw,macaw.persistenceLayer.demo,DemonstrationCurationService,944,4,2,0,270,2,82,2,81,2
lhamacaw,macaw.persistenceLayer.demo,InMemoryVariableManager,1657,33,152,0,504,11,119,2,43,2
lhamacaw,macaw.persistenceLayer.demo,DemonstrationRetrievalService,330,0,0,0,106,0,19,0,19,0
lhamacaw,macaw.persistenceLayer.demo,InMemoryListChoiceManager,1967,140,155,7,576,43,116,11,36,10
lhamacaw,macaw.persistenceLayer.demo,InMemoryCurationConceptManager,5,15,0,0,2,7,1,3,1,3
lhamacaw,macaw.io,ImportVariables,167,46,10,0,47,15,8,5,3,5
lhamacaw,macaw.io,ImportCategoryStates,45,15,2,0,14,7,1,3,0,3
lhamacaw,macaw.io,ExportVariablesToMacawXML,504,18,20,0,134,7,23,1,13,1
lhamacaw,macaw.io,ImportValueLabels,163,32,14,2,43,12,10,4,3,3
lhamacaw,macaw.presentationLayer,VariableSearchPanel,1008,23,36,0,297,6,41,1,23,1
lhamacaw,macaw.presentationLayer,SupportingDocumentsPanel,153,22,4,0,40,6,7,1,5,1
lhamacaw,macaw.presentationLayer,OntologyTermSelectionDialog,656,27,20,0,211,7,25,1,15,1
lhamacaw,macaw.presentationLayer,CleaningStatePanel,377,0,20,0,110,0,24,0,14,0
lhamacaw,macaw.presentationLayer,VariableConstantsEditor,525,3,10,0,148,2,14,1,9,1
lhamacaw,macaw.presentationLayer,AlternativeVariableSelectionPanel,181,18,8,0,57,8,11,2,7,2
lhamacaw,macaw.presentationLayer,AliasFilePathEditor,427,10,14,0,128,5,21,1,14,1
lhamacaw,macaw.presentationLayer,AvailabilityStateEditor,150,0,10,0,48,0,11,0,6,0
lhamacaw,macaw.presentationLayer,SupportingDocumentSelectionDialog,592,27,12,0,185,7,19,1,13,1
lhamacaw,macaw.presentationLayer,LoginDialog,363,26,4,0,109,7,11,1,9,1
lhamacaw,macaw.presentationLayer,SourceVariableSelectionDialog,310,33,12,0,92,9,15,1,9,1
lhamacaw,macaw.presentationLayer,SourceVariablesPanel,158,19,4,0,40,7,8,1,6,1
lhamacaw,macaw.presentationLayer,DerivedVariableEditor,486,0,14,0,122,0,16,0,9,0
lhamacaw,macaw.presentationLayer,VariableEditor,1376,24,16,0,409,9,27,1,19,1
lhamacaw,macaw.presentationLayer,SourceVariableEditor,60,15,2,0,19,6,4,3,3,3
lhamacaw,macaw.presentationLayer,VariableLabelTable,126,0,6,0,48,0,10,0,7,0
lhamacaw,macaw.presentationLayer,MacawVariableBrowser,888,10,40,0,268,4,38,1,18,1
lhamacaw,macaw.presentationLayer,MacawStateEditor,364,40,12,0,101,10,21,1,15,1
lhamacaw,macaw.presentationLayer,VariableLabelValueEditor,263,0,10,0,81,0,14,0,9,0
lhamacaw,macaw.presentationLayer,SupportingDocumentEditor,740,0,20,0,218,0,26,0,16,0
lhamacaw,macaw.presentationLayer,CategoryStateEditor,150,0,10,0,47,0,11,0,6,0
lhamacaw,macaw.presentationLayer,VariableSearchTableModel,165,32,15,1,51,12,16,4,8,4
lhamacaw,macaw.presentationLayer,SupportingDocumentSearchTableModel,44,30,6,4,17,12,8,5,4,4
lhamacaw,macaw.presentationLayer,CleaningStateEditor,150,0,10,0,48,0,11,0,6,0
lhamacaw,macaw.presentationLayer,OntologyTermEditor,631,0,18,0,173,0,21,0,12,0
lhamacaw,macaw.presentationLayer,VariableLabelTableModel,158,186,22,22,52,53,18,18,4,10
lhamacaw,macaw.presentationLayer,ChangeHistoryViewer,244,40,0,0,85,9,6,1,6,1
lhamacaw,macaw.presentationLayer,OntologyTermsPanel,145,19,4,0,38,7,7,1,5,1
lhamacaw,macaw.presentationLayer,VariableSelectionDialog,187,15,4,0,58,6,9,1,7,1
lhamacaw,macaw.presentationLayer,MacawWorkBench,385,13,16,0,121,6,16,1,8,1
lhamacaw,macaw.presentationLayer,RawVariableEditor,451,0,14,0,117,0,14,0,7,0
lhamacaw,macaw.presentationLayer,ChangeHistoryTableModel,40,39,8,4,14,15,6,7,1,6
lhamacaw,macaw.presentationLayer,OntologyTermSearchTableModel,63,0,8,0,25,0,12,0,8,0
lhamacaw,macaw.util,ValidationUtility,9,76,0,14,3,23,0,15,0,8
lhamacaw,macaw.util,DisplayableListPanel,678,32,54,0,215,12,47,3,20,3
lhamacaw,macaw.util,SearchUtility,0,68,0,4,0,20,0,8,0,6
lhamacaw,macaw.util,DisplayableList,214,230,25,17,59,72,19,22,4,16
lhamacaw,macaw.util,OKClosePanel,146,14,4,0,40,5,8,1,6,1
lhamacaw,macaw.util,WindowSizeListener,0,10,0,0,0,6,0,5,0,5
lhamacaw,macaw.util,MultiLineTableCellRenderer,63,159,10,6,17,34,8,5,1,4
lhamacaw,macaw.businessLayer,ValueLabel,166,155,11,11,51,53,8,25,2,20
lhamacaw,macaw.businessLayer,DerivedVariable,146,0,14,0,44,0,19,0,12,0
lhamacaw,macaw.businessLayer,User,1110,52,82,4,387,20,75,7,34,5
lhamacaw,macaw.businessLayer,OntologyTerm,232,161,14,10,72,52,11,20,2,17
lhamacaw,macaw.businessLayer,AliasFilePath,91,91,5,3,27,33,4,14,1,13
lhamacaw,macaw.businessLayer,RawVariable,62,0,8,0,20,0,9,0,5,0
lhamacaw,macaw.businessLayer,VariableTypeFilter,0,34,0,0,0,2,0,1,0,1
lhamacaw,macaw.businessLayer,ConstantConverter,88,66,8,6,16,12,8,6,4,3
lhamacaw,macaw.businessLayer,SupportingDocument,219,151,15,5,62,51,12,18,3,17
lhamacaw,macaw.businessLayer,CleaningState,21,34,3,1,5,14,2,6,0,6
lhamacaw,macaw.businessLayer,MacawListChoice,33,107,1,5,13,39,1,17,0,15
lhamacaw,macaw.businessLayer,VariableSummary,0,93,0,2,0,33,0,16,0,15
lhamacaw,macaw.businessLayer,Category,21,34,3,1,5,14,2,6,0,6
lhamacaw,macaw.businessLayer,AvailabilityState,21,34,3,1,5,14,2,6,0,6
lhamacaw,macaw.businessLayer,Variable,1493,3,96,0,494,2,115,1,67,1
lhamacaw,macaw.businessLayer,ValueLabel.EditingOperationType,0,44,0,0,0,1,0,1,0,1
omjstate,uk.me.jockmacmad.jstate.predicate,EvaluationNotPossibleException,7,0,0,0,4,0,2,0,2,0
omjstate,uk.me.jockmacmad.jstate.tools,Statemachine2Java,455,3,8,0,106,1,13,1,9,1
omjstate,uk.me.jockmacmad.jstate.state,InvalidMethodInStateException,7,0,0,0,4,0,2,0,2,0
omjstate,uk.me.jockmacmad.jstate.state,StringMatchesGuardCondition,3,33,1,1,2,12,1,4,0,4
omjstate,uk.me.jockmacmad.jstate.state,Event,12,23,0,0,4,8,1,5,1,5
omjstate,uk.me.jockmacmad.jstate.state,EndState,0,21,0,0,0,7,0,7,0,7
omjstate,uk.me.jockmacmad.jstate.state,MethodNotPresentException,4,0,0,0,2,0,1,0,1,0
omjstate,uk.me.jockmacmad.jstate.state,StartState,0,18,0,0,0,6,0,6,0,6
omjstate,uk.me.jockmacmad.jstate.state,StateMachineNotCompleteException,3,4,0,0,2,2,1,1,1,1
omjstate,uk.me.jockmacmad.jstate.state,IntegerGreaterThanGuardCondition,6,33,0,2,3,13,1,4,1,3
omjstate,uk.me.jockmacmad.jstate.state,StateMachine,53,119,10,12,11,31,8,9,2,4
omjstate,uk.me.jockmacmad.jstate.state,Transition,0,133,0,18,0,40,0,21,0,12
omjstate,uk.me.jockmacmad.jstate.state,NonDeterministicException,7,0,0,0,4,0,2,0,2,0
omjstate,uk.me.jockmacmad.jstate.patterns,SingletonConstructionException,7,0,0,0,4,0,2,0,2,0
heal,org.heal.servlet.registration,ModifyRegistrationAction,393,14,66,4,91,5,34,5,1,3
heal,org.heal.servlet.registration,RegistrationAction,659,14,94,4,151,5,48,5,1,3
heal,org.heal.servlet.registration,UpdateRegistrationAction,573,14,94,4,145,5,48,5,1,3
heal,org.heal.module.download,DownloadQueueBean,101,23,10,0,31,7,20,2,15,2
heal,org.heal.module.download,DownloadDAO,357,0,45,0,97,0,33,0,10,0
heal,org.heal.module.oai.provider.basic,BasicResumptionToken,122,461,23,23,45,113,12,33,0,22
heal,org.heal.module.oai.provider.basic,BasicSet,0,21,0,0,0,8,0,4,0,4
heal,org.heal.module.oai.provider,OAIErrorCode,0,65,0,0,0,15,0,4,0,4
heal,org.heal.module.oai.provider,OAIProvider,592,346,86,30,115,83,51,20,1,12
heal,org.heal.module.oai.provider,OAIGranularity,0,57,0,0,0,13,0,6,0,6
heal,org.heal.module.oai.provider,ValidatedInput,0,32,0,0,0,10,0,1,0,1
heal,org.heal.module.browse,BrowseDAO,629,0,24,0,177,0,21,0,9,0
heal,org.heal.module.browse,BrowseResultsBean,63,0,0,0,25,0,13,0,13,0
heal,org.heal.module.browse,CategoryBean,33,0,0,0,13,0,7,0,7,0
heal,org.merlot.fedsearch.wsdl,SearchServiceBindingStub,538,0,28,0,128,0,21,0,7,0
heal,org.merlot.fedsearch.wsdl,MerlotSearchLocator,209,0,12,0,52,0,21,0,15,0
heal,org.heal.servlet.upload,PreviewUploadAction,1435,0,116,0,345,0,71,0,13,0
heal,org.heal.servlet.upload,SimpleUploadAction,405,0,20,0,95,0,17,0,7,0
heal,org.heal.servlet.upload,ShowUploadFormAction,40,5,4,0,9,2,3,2,1,2
heal,org.heal.servlet.upload,AlphanumericFileRenamePolicy,4,36,0,0,1,4,0,3,0,3
heal,org.heal.module.oai.provider.verb,OAIVerb,135,0,6,0,21,0,13,0,10,0
heal,org.heal.module.oai.provider.verb,ListRecords,148,0,30,0,33,0,18,0,3,0
heal,org.heal.module.oai.provider.verb,GetRecord,144,0,20,0,26,0,13,0,3,0
heal,org.heal.module.oai.provider.verb,ListIdentifiers,138,0,30,0,29,0,18,0,3,0
heal,org.heal.module.oai.provider.verb,ListSets,121,0,18,0,34,0,12,0,3,0
heal,org.heal.module.oai.provider.verb,ListMetadataFormats,153,0,18,0,37,0,12,0,3,0
heal,org.heal.module.oai.provider.verb,Identify,124,0,6,0,32,0,7,0,4,0
heal,org.heal.module.catalog,QueueDAO,472,0,40,0,163,0,35,0,15,0
heal,org.heal.module.catalog,QueuedRecordBean,43,0,0,0,18,0,11,0,11,0
heal,org.heal.servlet.cataloger,EditCopyrightHolderAction,62,0,8,0,18,0,7,0,3,0
heal,org.heal.servlet.cataloger,EditContextURLAction,62,0,8,0,18,0,7,0,3,0
heal,org.heal.servlet.cataloger,ContributorRecordModifier,128,0,8,0,39,0,8,0,4,0
heal,org.heal.servlet.cataloger,CopyrightHolderRecordModifier,72,0,8,0,23,0,8,0,4,0
heal,org.heal.servlet.cataloger,RelationRecordModifier,175,0,22,0,48,0,18,0,7,0
heal,org.heal.servlet.cataloger,ShowCatalogQueueAction,29,5,2,0,9,2,2,2,1,2
heal,org.heal.servlet.cataloger,EditMetadataAction,212,0,24,0,53,0,15,0,3,0
heal,org.heal.servlet.cataloger,ControlledVocabularyRecordModifier,206,0,28,0,58,0,18,0,4,0
heal,org.heal.servlet.cataloger,CreateMetadataAction,341,0,30,0,90,0,20,0,5,0
heal,org.heal.servlet.cataloger,CancelEditMetadataAction,31,0,4,0,11,0,5,0,3,0
heal,org.heal.servlet.cataloger,SaveControlledVocabularyMultipleAction,232,0,28,0,55,0,19,0,5,0
heal,org.heal.servlet.cataloger,ContextURLRecordModifier,81,0,8,0,25,0,8,0,4,0
heal,org.heal.servlet.cataloger,ModifyCatalogQueueEntryAction,168,0,18,0,50,0,13,0,4,0
heal,org.heal.servlet.cataloger,SaveMetadataAction,325,5,64,0,80,2,34,2,2,2
heal,org.heal.servlet.cataloger,MetametadataContributorRecordModifier,159,0,16,0,46,0,14,0,6,0
heal,org.heal.servlet.cataloger,ModifyMetadataAction,125,0,6,0,27,0,6,0,3,0
heal,org.heal.servlet.cataloger,MetametadataIdentifierRecordModifier,151,0,16,0,44,0,14,0,6,0
heal,org.heal.servlet.cataloger,EditRequirementAction,62,0,8,0,18,0,7,0,3,0
heal,org.heal.servlet.cataloger,EditControlledVocabularyAction,90,0,14,0,24,0,10,0,3,0
heal,org.heal.servlet.cataloger,MetadataRecordModifier,863,0,92,0,203,0,50,0,4,0
heal,org.heal.servlet.cataloger,EditContributorAction,62,0,8,0,18,0,7,0,3,0
heal,org.heal.servlet.cataloger,RequirementRecordModifier,99,0,8,0,30,0,8,0,4,0
heal,org.heal.module.search,ShortMetadataResultBean,20,105,4,8,7,38,2,19,0,15
heal,org.heal.module.search,SearchResultBean,14,39,0,0,6,15,4,7,4,7
heal,org.heal.module.search,ConceptMappingDAO,105,7,8,0,30,4,5,2,1,2
heal,org.heal.module.search,ReSearchDAO,1043,101,52,10,176,25,31,9,5,4
heal,org.heal.module.search,AdvSearchDAO,1853,0,172,0,266,0,95,0,9,0
heal,org.heal.module.search,ParameterNode,0,115,0,0,0,42,0,14,0,14
heal,org.heal.module.search,SimpleSearchDAO,285,1353,14,96,49,165,10,53,2,6
heal,org.heal.module.search,ParameterBean,9,439,3,39,3,122,3,45,0,27
heal,org.heal.module.search,ConceptMappingBean,43,0,0,0,18,0,9,0,9,0
heal,org.heal.tag.download,DownloadFolderActionTagExtraInfo,2,36,4,6,1,11,4,3,0,2
heal,org.heal.tag.download,DownloadFolderTag,53,37,8,0,10,15,5,6,1,6
heal,org.heal.tag.download,DownloadFolderActionTag,0,63,0,14,0,19,0,10,0,3
heal,org.heal.module.oai.provider.oai_dc,OAI_DCMetadataFormat,0,24,0,0,0,9,0,7,0,7
heal,org.heal.module.oai.provider.oai_dc,OAI_DCHandler,243,164,5,1,66,35,4,4,1,4
heal,org.heal.servlet.admin,LinkCheckerAction,13,0,2,0,6,0,4,0,3,0
heal,org.heal.servlet.admin,GenerateReportAction,1040,0,74,0,227,0,40,0,3,0
heal,org.heal.servlet.admin,AdminAction,52,0,2,0,16,0,4,0,3,0
heal,org.heal.module.admin,AdministrationDAO,218,0,12,0,74,0,19,0,13,0
heal,org.heal.servlet,WSSearchResultsAction,386,0,20,0,73,0,14,0,4,0
heal,org.heal.servlet,SubmitPeerReviewSurveyAction,132,3,0,0,25,1,4,1,4,1
heal,org.heal.servlet,BrowseAction,427,5,40,0,96,2,22,2,2,2
heal,org.heal.servlet,ShowRegistrationInfoAction,148,0,22,0,35,0,15,0,4,0
heal,org.heal.servlet,AddToDownloadAction,41,5,8,0,10,2,5,2,1,2
heal,org.heal.servlet,ViewDownloadFolderAction,162,0,8,0,40,0,7,0,3,0
heal,org.heal.servlet,DelimitedFileWriterAction,167,27,18,2,34,8,12,5,3,4
heal,org.heal.servlet,ModifyRegistrationAction,61,0,8,0,18,0,7,0,3,0
heal,org.heal.servlet,EmailValidationAction,79,5,8,0,26,2,5,2,1,2
heal,org.heal.servlet,DetailedViewAccessAction,44,9,2,0,8,4,2,4,1,4
heal,org.heal.servlet,RemoveFromDownloadAction,66,0,12,0,17,0,10,0,4,0
heal,org.heal.servlet,DownloadAction,56,5,6,0,19,2,4,2,1,2
heal,org.heal.servlet,ListIMSXMLAction,32,5,4,0,11,2,3,2,1,2
heal,org.heal.servlet,SubmitDetailedViewSurveyAction,40,5,0,0,9,2,3,2,3,2
heal,org.heal.servlet,WSSimpleSearchAction,455,0,66,0,111,0,38,0,5,0
heal,org.heal.servlet,ShowMetadataAction.new Comparator() {...},18,0,0,0,4,0,2,0,2,0
heal,org.heal.servlet,EmailReminderAction,103,5,10,0,25,2,6,2,1,2
heal,org.heal.servlet,ControllerServlet,1168,6,58,0,255,2,36,1,7,1
heal,org.heal.servlet,AuthenticateAction,222,5,32,0,51,2,17,2,1,2
heal,org.heal.servlet,EmailFeedbackAction,490,29,28,0,92,9,18,3,4,3
heal,org.heal.servlet,RegistrationAction,1070,0,206,0,227,0,106,0,3,0
heal,org.heal.servlet,ShowMetadataAction,247,0,14,0,60,0,10,0,3,0
heal,org.heal.servlet,ModifyEmailAction,164,0,20,0,40,0,13,0,3,0
heal,org.heal.servlet,LogoutAction,7,5,0,0,3,2,1,2,1,2
heal,org.heal.servlet,EmailFormServlet,774,19,46,0,154,6,32,2,9,2
heal,org.heal.module.search.MerlotWS,SimpleMerlotSearch,133,3,10,0,36,1,6,1,1,1
heal,org.heal.servlet.tagcloud,SubmitTagsAction,85,0,6,0,24,0,6,0,3,0
heal,org.heal.servlet.tagcloud,ShowTopTagsAction,52,0,0,0,14,0,3,0,3,0
heal,org.heal.servlet.tagcloud,TagBean,52,0,0,0,22,0,15,0,15,0
heal,org.heal.servlet.tagcloud,TagCloudDAO,483,0,14,0,138,0,14,0,7,0
heal,org.heal.servlet.tagcloud,InputTagsFormAction,24,0,0,0,6,0,3,0,3,0
heal,org.heal.module.user,ProfessionalRoleBean,0,44,0,0,0,14,0,8,0,8
heal,org.heal.module.user,UserRegistryBean,2306,90,189,13,710,45,129,13,30,11
heal,org.heal.module.user,InstructionalLevelBean,0,44,0,0,0,14,0,8,0,8
heal,org.heal.module.user,UserPermissionsBean,7,46,0,0,3,18,2,9,2,9
heal,org.heal.module.user,UserBean,54,228,0,0,22,89,14,43,14,43
heal,org.heal.module.upload,UploadServicesBean,384,209,37,29,103,52,25,21,2,11
heal,org.heal.module.upload,UploadServicesBean.RealizeListener,80,0,12,0,21,0,9,0,3,0
heal,org.heal.module.oai.heal,HEALHandler,0,13,0,0,0,8,0,6,0,6
heal,org.heal.module.oai.heal,HEALNSDLQDCRecordAdapter,427,194,44,10,81,96,31,64,7,61
heal,org.heal.module.oai.heal,HEALMetadataFormat,0,24,0,0,0,9,0,7,0,7
heal,org.heal.module.oai.heal,HEALProviderConfig,27,225,0,22,10,64,0,34,0,23
heal,org.heal.module.oai.heal,HEALDataAccessor,836,69,96,0,214,21,72,1,24,1
heal,org.heal.module.oai.heal,OAIProviderServlet,566,32,54,0,141,5,31,2,4,2
heal,org.heal.module.oai.heal,HEALOAIDCRecordAdapter,390,186,41,13,75,57,28,21,7,15
heal,org.heal.module.oai.heal,HEALRecord,0,94,0,12,0,26,0,15,0,9
heal,org.heal.module.oai.heal,HEALXMLHelper,228,69,13,13,52,21,9,10,1,5
heal,org.heal.servlet.userreview,UserReviewBean,0,115,0,0,0,45,0,23,0,23
heal,org.heal.servlet.userreview,SubmitUserReviewAction,168,5,2,0,37,2,2,2,1,2
heal,org.heal.servlet.userreview,ShowTop10Action,54,5,0,0,13,2,1,2,1,2
heal,org.heal.servlet.userreview,WriteUserReviewAction,19,5,0,0,4,2,1,2,1,2
heal,org.heal.servlet.userreview,ShowAllUserReviewAction,67,5,6,0,16,2,4,2,1,2
heal,org.heal.servlet.userreview,UserReviewDAO,833,36,60,4,192,12,37,6,7,4
heal,org.heal.servlet.userreview,ApproveUserReviewAction,77,5,12,0,19,2,7,2,1,2
heal,org.heal.servlet.userreview,ShowUserReviewAction,72,5,6,0,19,2,4,2,1,2
heal,org.heal.tag,TruncateStringTag,10,61,0,2,5,14,0,8,0,7
heal,org.heal.tag,LastModifiedTag,38,10,0,0,8,4,1,2,1,2
heal,org.heal.tag,FormatDateTag,5,35,0,2,3,8,0,5,0,4
heal,org.heal.module.metadata,ContributorBean,236,0,12,0,70,0,40,0,34,0
heal,org.heal.module.metadata,CompleteMetadataBean,402,317,51,1,105,90,44,27,18,27
heal,org.heal.module.metadata,SourceCollectionBean,44,102,0,0,7,27,0,15,0,15
heal,org.heal.module.metadata,MetadataBean,38,396,6,8,11,114,12,55,8,52
heal,org.heal.module.metadata,RelationBean,14,78,0,0,6,17,4,12,4,12
heal,org.heal.module.metadata,MetadataDAO,3493,15,354,0,924,6,221,2,44,2
heal,org.heal.module.metadata,HealMetadataXMLConverter,1314,1180,136,44,292,263,98,33,15,26
heal,org.heal.module.metadata,FormatBean,0,44,0,0,0,11,0,8,0,8
heal,org.heal.module.metadata,ThumbnailBean,37,87,0,0,6,23,0,13,0,13
heal,org.heal.module.metadata,CopyrightBean,42,3,0,0,11,1,7,1,7,1
heal,org.heal.module.metadata,DiseaseDiagnosisBean,38,6,0,0,9,2,6,2,6,2
heal,org.heal.module.metadata,CopyrightTextBean,56,0,0,0,14,0,10,0,10,0
heal,org.heal.module.metadata,CopyrightHolderBean,80,6,0,0,27,2,18,2,18,2
heal,org.heal.module.metadata,TaxonBean,11,137,8,18,3,29,7,19,0,13
heal,org.heal.module.metadata,TargetUserGroupBean,0,32,0,0,0,10,0,6,0,6
heal,org.heal.module.metadata,MetametadataContributorBean,6,84,0,2,1,21,0,15,0,14
heal,org.heal.module.metadata,ContextURLBean,50,6,0,0,12,2,8,2,8,2
heal,org.heal.module.metadata,TaxonPathBean,21,117,0,4,9,25,6,13,6,11
heal,org.heal.module.metadata,RequirementBean,21,77,0,0,9,21,6,10,6,10
heal,org.heal.module.metadata,ShortMetadataBean,27,319,5,3,3,84,5,35,1,35
heal,org.heal.module.metadata,KeywordBean,0,44,0,0,0,11,0,8,0,8
heal,org.heal.module.metadata,MetametadataIdentifierBean,0,70,0,0,0,18,0,12,0,12
heal,org.heal.servlet.search,SortResultsAction,94,0,8,0,26,0,7,0,3,0
heal,org.heal.servlet.search,EditAdvSearchAction,8,7,0,0,3,4,0,3,0,3
